4919,124.50,1.50,1.22%,55.04
3675,157.00,-3.00,-1.88%,53.17
3035,114.00,3.00,2.70%,49.80
6287,12.50,-0.90,-6.72%,48.63
2614,62.40,-6.90,-9.96%,45.12
8476,30.70,-0.15,-0.49%,42.13
6243,22.95,2.05,9.81%,41.23
6716,194.00,-8.50,-4.20%,41.09
6573,28.10,-2.30,-7.57%,40.85
3591,28.15,2.55,9.96%,35.99
5227,24.20,-1.25,-4.91%,35.57
5269,1820.00,80.00,4.60%,35.32
2358,20.60,1.85,9.87%,34.20
3189,181.00,4.50,2.55%,34.07
3372,25.80,-2.20,-7.86%,34.03
3527,151.50,13.50,9.78%,33.48
6215,32.60,-3.30,-9.19%,33.06
3530,213.00,-6.00,-2.74%,32.30
8024,30.85,2.15,7.49%,32.12
5299,216.00,5.00,2.37%,30.51
2369,25.30,-2.05,-7.50%,29.74
2476,56.20,5.10,9.98%,29.49
3588,108.00,-1.50,-1.37%,28.72
3122,47.40,-2.50,-5.01%,27.94
3707,99.60,9.00,9.93%,27.20
1795,128.50,1.50,1.18%,27.02
6548,94.10,-1.90,-1.98%,26.82
6104,84.30,7.60,9.91%,26.20
3528,59.40,5.40,10.00%,26.11
2486,50.70,0.70,1.40%,25.81
