6104,92.70,8.40,9.96%,25.27
5340,42.00,3.80,9.95%,24.63
6727,93.00,8.40,9.93%,23.83
3522,13.40,0.90,7.20%,19.11
6243,22.60,-0.35,-1.53%,18.95
8099,35.00,2.40,7.36%,18.64
2314,62.00,2.50,4.20%,18.10
6187,159.00,1.50,0.95%,17.78
4934,28.15,2.55,9.96%,17.54
3383,6.17,0.56,9.98%,17.30
6170,47.15,4.25,9.91%,16.42
4919,130.00,5.50,4.42%,16.07
6716,213.00,19.00,9.79%,15.45
3707,107.00,7.40,7.43%,15.43
8420,34.00,3.05,9.85%,15.06
5299,225.50,9.50,4.40%,14.47
3535,18.65,-0.05,-0.27%,14.42
6531,768.00,28.00,3.78%,14.29
5351,38.10,2.35,6.57%,14.07
6229,42.10,3.80,9.92%,13.78
3680,306.50,-1.50,-0.49%,12.89
8289,24.80,2.15,9.49%,12.73
5269,1785.00,-35.00,-1.92%,12.62
3380,31.65,2.60,8.95%,12.04
1569,29.00,-0.45,-1.53%,11.97
1785,51.80,-0.30,-0.58%,11.88
5443,47.00,-1.15,-2.39%,11.64
6715,127.50,10.00,8.51%,11.35
5344,19.25,1.75,10.00%,10.95
3306,23.70,0.15,0.64%,10.49
