6104,122.50,11.00,9.87%,75.50
6727,116.50,10.50,9.91%,69.33
9962,25.60,2.30,9.87%,67.32
3122,61.70,3.90,6.75%,62.37
1742,24.50,1.55,6.75%,61.72
4952,88.70,1.70,1.95%,54.80
4919,147.50,13.00,9.67%,54.45
6226,14.10,1.25,9.73%,54.27
6243,25.70,2.30,9.83%,53.43
6229,49.80,-0.70,-1.39%,52.06
2358,23.50,0.50,2.17%,50.16
8024,35.50,0.50,1.43%,48.54
8054,67.10,6.10,10.00%,48.45
2491,35.50,-1.70,-4.57%,47.92
5344,22.65,0.55,2.49%,46.13
4945,79.50,7.20,9.96%,44.55
5340,47.90,0.20,0.42%,43.84
1795,154.50,14.00,9.96%,43.72
5299,250.00,19.00,8.23%,42.86
3588,135.00,8.50,6.72%,42.11
3438,109.00,0.50,0.46%,41.56
6509,67.60,1.50,2.27%,40.54
6202,144.50,9.00,6.64%,39.61
8476,33.50,1.10,3.40%,39.58
5475,50.80,3.20,6.72%,39.56
6215,35.50,-0.50,-1.39%,39.49
5321,42.60,3.85,9.94%,39.44
3707,117.00,10.50,9.86%,38.79
3675,163.50,5.50,3.48%,36.25
8044,144.50,-1.50,-1.03%,35.63
