6727,122.00,5.50,4.72%,78.10
6104,123.00,0.50,0.41%,70.83
6226,15.50,1.40,9.93%,65.07
6229,52.80,3.00,6.02%,60.73
6243,28.00,2.30,8.95%,60.46
4919,153.00,5.50,3.73%,59.04
1742,23.70,-0.80,-3.27%,55.92
4952,88.50,-0.20,-0.23%,51.28
5340,49.50,1.60,3.34%,47.76
3122,58.00,-3.70,-6.00%,47.21
4945,83.90,4.40,5.53%,46.17
1795,152.00,-2.50,-1.62%,46.15
3707,121.50,4.50,3.85%,45.16
8054,68.30,1.20,1.79%,42.29
8476,35.10,1.60,4.78%,41.53
8024,34.70,-0.80,-2.25%,41.34
5344,21.60,-1.05,-4.64%,39.35
6202,144.00,-0.50,-0.35%,39.13
9962,23.30,-2.30,-8.98%,38.69
3438,109.50,0.50,0.46%,38.61
2358,23.80,0.30,1.28%,38.37
5299,248.00,-2.00,-0.80%,38.16
2491,34.60,-0.90,-2.54%,37.30
3556,102.00,2.30,2.31%,37.28
5905,19.30,1.25,6.93%,36.40
2401,44.70,0.80,1.82%,36.07
6494,172.00,6.50,3.93%,35.97
8044,144.50,0.00,0.00%,35.00
5351,45.85,4.15,9.95%,34.85
3675,178.00,14.50,8.87%,34.85
