2614,54.60,2.50,4.80%,146.50
8255,249.00,-0.50,-0.20%,116.21
2486,64.50,4.40,7.32%,115.36
9962,23.30,-2.30,-8.98%,109.91
6509,63.70,-3.90,-5.77%,109.20
2481,113.50,10.00,9.66%,100.88
6104,123.00,0.50,0.41%,99.03
6170,44.80,-2.10,-4.48%,96.85
2032,38.30,-1.25,-3.16%,95.46
4919,153.00,5.50,3.73%,94.66
6756,475.00,-8.50,-1.76%,93.48
6727,122.00,5.50,4.72%,88.85
2007,26.80,-2.55,-8.69%,86.76
5425,90.20,3.20,3.68%,85.03
6573,33.60,2.20,7.01%,84.62
2030,41.80,-3.05,-6.80%,82.93
3141,159.50,14.50,10.00%,81.46
2476,60.80,-0.30,-0.49%,80.15
2636,224.50,16.50,7.93%,79.60
674191,363.00,-21.00,-5.47%,79.26
5475,49.15,-1.65,-3.25%,75.54
8261,116.50,10.50,9.91%,74.66
2351,159.00,13.50,9.28%,72.83
3675,178.00,14.50,8.87%,72.82
6226,15.50,1.40,9.93%,72.61
3707,121.50,4.50,3.85%,72.59
3189,209.50,19.00,9.97%,72.43
6229,52.80,3.00,6.02%,71.99
2358,23.80,0.30,1.28%,71.22
5285,131.50,3.50,2.73%,70.34
