6226,19.25,1.65,9.38%,80.75
5321,53.60,0.60,1.13%,67.24
3663,40.60,2.40,6.28%,60.79
3031,30.20,2.70,9.82%,50.25
3556,113.50,5.00,4.61%,42.95
6568,206.00,1.00,0.49%,42.07
1783,56.10,1.50,2.75%,41.67
8215,41.00,2.90,7.61%,40.17
3114,34.65,3.15,10.00%,37.50
8261,122.50,-7.00,-5.41%,33.73
3221,36.05,-1.35,-3.61%,32.54
2007,31.65,-0.10,-0.31%,31.33
6104,133.00,8.50,6.83%,31.03
6287,17.00,0.20,1.19%,30.77
6525,119.00,-2.50,-2.06%,30.48
5351,49.30,0.95,1.96%,29.06
4945,76.30,-0.50,-0.65%,27.38
8147,55.90,5.00,9.82%,27.33
1456,26.45,2.40,9.98%,26.86
3021,25.65,1.05,4.27%,25.74
8367,58.40,4.20,7.75%,25.59
6143,62.50,-2.50,-3.85%,24.50
6727,116.50,-1.00,-0.85%,24.07
8436,327.00,-4.50,-1.36%,23.63
8016,384.00,16.50,4.49%,23.27
3545,276.50,1.50,0.55%,22.62
6164,14.70,-0.20,-1.34%,22.50
3167,80.60,7.30,9.96%,22.49
6469,239.00,-14.50,-5.72%,21.56
2928,31.55,0.00,0.00%,21.35
