3663,40.60,2.40,6.28%,55.26
1783,56.10,1.50,2.75%,39.55
3114,34.65,3.15,10.00%,35.35
3031,30.20,2.70,9.82%,30.17
3021,25.65,1.05,4.27%,25.12
8367,58.40,4.20,7.75%,23.08
8215,41.00,2.90,7.61%,22.75
6143,62.50,-2.50,-3.85%,21.36
8147,55.90,5.00,9.82%,20.09
5321,53.60,0.60,1.13%,19.11
6287,17.00,0.20,1.19%,17.24
4541,26.95,0.10,0.37%,17.17
6538,127.00,-5.00,-3.79%,17.05
1456,26.45,2.40,9.98%,17.04
4529,12.00,1.00,9.09%,15.38
8016,384.00,16.50,4.49%,15.14
1517,31.80,-0.40,-1.24%,14.39
3691,229.50,-3.50,-1.50%,14.18
8478,79.50,7.20,9.96%,14.06
5344,23.35,2.10,9.88%,13.90
6485,163.00,13.50,9.03%,13.59
8289,29.15,-0.05,-0.17%,12.98
3556,113.50,5.00,4.61%,12.94
6226,19.25,1.65,9.38%,12.90
6568,206.00,1.00,0.49%,12.88
9914,335.00,8.00,2.45%,12.23
4960,13.05,0.70,5.67%,12.02
6231,100.00,0.50,0.50%,11.86
2329,27.00,2.45,9.98%,11.80
3054,22.70,-0.35,-1.52%,11.55
