6226,19.25,1.65,9.38%,107.88
6287,17.00,0.20,1.19%,88.89
6104,133.00,8.50,6.83%,84.72
3556,113.50,5.00,4.61%,70.68
5351,49.30,0.95,1.96%,70.00
3663,40.60,2.40,6.28%,67.08
5321,53.60,0.60,1.13%,66.98
6727,116.50,-1.00,-0.85%,66.43
2358,24.85,2.00,8.75%,66.22
3031,30.20,2.70,9.82%,61.50
3372,30.60,0.00,0.00%,60.21
8215,41.00,2.90,7.61%,58.15
1783,56.10,1.50,2.75%,57.58
4919,135.00,-1.50,-1.10%,56.98
6229,49.00,-1.00,-2.00%,54.33
8289,29.15,-0.05,-0.17%,52.62
6568,206.00,1.00,0.49%,52.59
4952,84.40,0.00,0.00%,50.18
5344,23.35,2.10,9.88%,48.73
6525,119.00,-2.50,-2.06%,48.56
8261,122.50,-7.00,-5.41%,47.77
6243,23.65,-0.80,-3.27%,46.89
3035,112.50,4.50,4.17%,45.99
3221,36.05,-1.35,-3.61%,44.49
1795,146.50,-4.00,-2.66%,43.40
5905,18.10,-0.40,-2.16%,43.08
5299,242.00,-9.50,-3.78%,42.35
3122,53.00,0.20,0.38%,42.09
3675,156.00,-13.50,-7.96%,41.82
2007,31.65,-0.10,-0.31%,41.29
