8476,34.00,3.05,9.85%,55.96
4919,134.00,-3.00,-2.19%,55.45
6104,111.50,10.00,9.85%,55.29
2358,24.25,2.20,9.98%,54.95
3383,6.90,0.53,8.32%,51.65
4952,86.30,7.80,9.94%,49.05
6716,223.00,8.50,3.96%,47.19
6727,103.00,9.10,9.69%,46.31
5340,49.50,3.30,7.14%,45.59
1742,22.20,0.30,1.37%,45.57
6573,33.70,2.00,6.31%,44.95
6229,49.20,2.90,6.26%,43.44
1795,147.50,13.00,9.67%,40.94
3707,112.50,1.50,1.35%,39.58
5344,22.95,2.05,9.81%,39.09
6202,142.00,4.50,3.27%,38.54
3122,52.60,1.10,2.14%,38.42
3035,118.00,9.00,8.26%,38.17
6215,35.75,-0.95,-2.59%,38.03
8044,144.50,4.00,2.85%,37.62
2491,33.85,3.05,9.90%,37.32
2476,60.60,-0.40,-0.66%,36.79
3675,165.00,5.00,3.13%,36.36
6287,13.00,0.00,0.00%,36.13
3372,28.55,0.80,2.88%,35.95
8024,33.60,0.45,1.36%,35.48
5227,27.20,2.45,9.90%,34.65
674191,402.50,36.50,9.97%,33.94
5299,238.00,18.00,8.18%,33.71
4934,31.80,2.70,9.28%,32.78
