6104,111.50,10.00,9.85%,32.27
5344,22.95,2.05,9.81%,31.14
5340,49.50,3.30,7.14%,29.58
6229,49.20,2.90,6.26%,28.46
6494,170.50,15.50,10.00%,27.24
2069,45.00,4.05,9.89%,26.76
8477,46.80,4.25,9.99%,26.66
674191,402.50,36.50,9.97%,25.78
2491,33.85,3.05,9.90%,25.37
2603,186.00,7.50,4.20%,25.25
2030,44.60,4.05,9.99%,24.93
4934,31.80,2.70,9.28%,24.22
8044,144.50,4.00,2.85%,24.03
4952,86.30,7.80,9.94%,23.29
2007,26.50,2.40,9.96%,23.26
2033,25.85,2.35,10.00%,23.10
3383,6.90,0.53,8.32%,22.99
3297,19.35,1.75,9.94%,22.47
1742,22.20,0.30,1.37%,22.31
2032,41.30,3.75,9.99%,22.01
6727,103.00,9.10,9.69%,21.75
9962,21.20,1.90,9.84%,21.49
5258,26.00,2.35,9.94%,21.21
2034,44.95,4.05,9.90%,21.16
2025,7.26,0.66,10.00%,21.00
2023,40.70,3.45,9.26%,20.77
6509,65.00,5.90,9.98%,20.37
6142,14.55,1.30,9.81%,20.25
5014,28.95,2.60,9.87%,20.12
6573,33.70,2.00,6.31%,19.93
