1742,21.90,1.95,9.77%,45.51
6104,101.50,8.80,9.49%,43.77
5340,46.20,4.20,10.00%,38.74
6229,46.30,4.20,9.98%,37.59
6727,93.90,0.90,0.97%,37.48
5344,20.90,1.65,8.57%,32.28
3707,111.00,4.00,3.74%,31.67
6202,137.50,12.50,10.00%,30.33
4919,137.00,7.00,5.38%,29.86
6187,163.00,4.00,2.52%,28.85
5269,1855.00,70.00,3.92%,28.37
3306,26.05,2.35,9.92%,28.01
6716,214.50,1.50,0.70%,27.68
2491,30.80,2.80,10.00%,26.23
6243,21.80,-0.80,-3.54%,26.01
6494,155.00,14.00,9.93%,25.51
4934,29.10,0.95,3.37%,25.16
6531,754.00,-14.00,-1.82%,23.40
6215,36.70,0.85,2.37%,23.15
8024,33.15,3.00,9.95%,22.78
6485,154.50,5.00,3.34%,22.62
2314,61.90,-0.10,-0.16%,22.57
5299,220.00,-5.50,-2.44%,22.56
8289,24.70,-0.10,-0.40%,22.28
8044,140.50,12.50,9.77%,22.17
4952,78.50,7.10,9.94%,22.08
8476,30.95,1.25,4.21%,20.90
3122,51.50,0.00,0.00%,18.94
3483,107.50,9.70,9.92%,18.92
5475,43.00,1.35,3.24%,18.78
